POKEID;NAME;TYPE;TOTAL;HP;ATTACK;DEFENSE;SP_ATK;SP_DEF;SPEED;ICONS
0320;Wailmer;['Water'];400;130;70;35;70;35;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wailmer.png']
0321;Wailord;['Water'];500;170;90;45;90;45;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wailord.png']
0322;Numel;['Fire', 'Ground'];305;60;60;40;65;45;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/numel.png']
0323;Camerupt;['Fire', 'Ground'];460;70;100;70;105;75;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt.png']
0323;Camerupt Mega Camerupt;['Fire', 'Ground'];560;70;120;100;145;105;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt-mega.png']
0324;Torkoal;['Fire'];470;70;85;140;85;70;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/torkoal.png']
0325;Spoink;['Psychic'];330;60;25;35;70;80;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spoink.png']
0326;Grumpig;['Psychic'];470;80;45;65;90;110;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grumpig.png']
0327;Spinda;['Normal'];360;60;60;60;60;60;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spinda.png']
0328;Trapinch;['Ground'];290;45;100;45;45;45;10;['https://img.pokemondb.net/sprites/scarlet-violet/icon/trapinch.png']
0329;Vibrava;['Ground', 'Dragon'];340;50;70;50;50;50;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vibrava.png']
0330;Flygon;['Ground', 'Dragon'];520;80;100;80;80;80;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/flygon.png']
0331;Cacnea;['Grass'];335;50;85;40;85;40;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cacnea.png']
0332;Cacturne;['Grass', 'Dark'];475;70;115;60;115;60;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cacturne.png']
0333;Swablu;['Normal', 'Flying'];310;45;40;60;40;75;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/swablu.png']
0334;Altaria;['Dragon', 'Flying'];490;75;70;90;70;105;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria.png']
0334;Altaria Mega Altaria;['Dragon', 'Fairy'];590;75;110;110;110;105;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria-mega.png']
0335;Zangoose;['Normal'];458;73;115;60;60;60;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zangoose.png']
0336;Seviper;['Poison'];458;73;100;60;100;60;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/seviper.png']
0337;Lunatone;['Rock', 'Psychic'];460;90;55;65;95;85;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lunatone.png']
0338;Solrock;['Rock', 'Psychic'];460;90;95;85;55;65;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/solrock.png']
0339;Barboach;['Water', 'Ground'];288;50;48;43;46;41;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/barboach.png']
0340;Whiscash;['Water', 'Ground'];468;110;78;73;76;71;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/whiscash.png']
0341;Corphish;['Water'];308;43;80;65;50;35;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/corphish.png']
0342;Crawdaunt;['Water', 'Dark'];468;63;120;85;90;55;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/crawdaunt.png']
0343;Baltoy;['Ground', 'Psychic'];300;40;40;55;40;70;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/baltoy.png']
0344;Claydol;['Ground', 'Psychic'];500;60;70;105;70;120;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/claydol.png']
0345;Lileep;['Rock', 'Grass'];355;66;41;77;61;87;23;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lileep.png']
0346;Cradily;['Rock', 'Grass'];495;86;81;97;81;107;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cradily.png']
0347;Anorith;['Rock', 'Bug'];355;45;95;50;40;50;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/anorith.png']
0348;Armaldo;['Rock', 'Bug'];495;75;125;100;70;80;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/armaldo.png']
0349;Feebas;['Water'];200;20;15;20;10;55;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/feebas.png']
0350;Milotic;['Water'];540;95;60;79;100;125;81;['https://img.pokemondb.net/sprites/scarlet-violet/icon/milotic.png']
0351;Castform;['Normal'];420;70;70;70;70;70;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/castform.png']
0351;Castform Sunny Form;['Fire'];420;70;70;70;70;70;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-sunny.png']
0351;Castform Rainy Form;['Water'];420;70;70;70;70;70;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-rainy.png']
0351;Castform Snowy Form;['Ice'];420;70;70;70;70;70;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-snowy.png']
0352;Kecleon;['Normal'];440;60;90;70;60;120;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kecleon.png']
0353;Shuppet;['Ghost'];295;44;75;35;63;33;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shuppet.png']
0354;Banette;['Ghost'];455;64;115;65;83;63;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/banette.png']
0354;Banette Mega Banette;['Ghost'];555;64;165;75;93;83;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/banette-mega.png']
0355;Duskull;['Ghost'];295;20;40;90;30;90;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/duskull.png']
0356;Dusclops;['Ghost'];455;40;70;130;60;130;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dusclops.png']
0357;Tropius;['Grass', 'Flying'];460;99;68;83;72;87;51;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tropius.png']
0358;Chimecho;['Psychic'];455;75;50;80;95;90;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chimecho.png']
0359;Absol;['Dark'];465;65;130;60;75;60;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/absol.png']
0359;Absol Mega Absol;['Dark'];565;65;150;60;115;60;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/absol-mega.png']
0360;Wynaut;['Psychic'];260;95;23;48;23;48;23;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wynaut.png']
0361;Snorunt;['Ice'];300;50;50;50;50;50;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/snorunt.png']
0362;Glalie;['Ice'];480;80;80;80;80;80;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie.png']
0362;Glalie Mega Glalie;['Ice'];580;80;120;80;120;80;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie-mega.png']
0363;Spheal;['Ice', 'Water'];290;70;40;50;55;50;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spheal.png']
0364;Sealeo;['Ice', 'Water'];410;90;60;70;75;70;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sealeo.png']
0365;Walrein;['Ice', 'Water'];530;110;80;90;95;90;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/walrein.png']
0366;Clamperl;['Water'];345;35;64;85;74;55;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/clamperl.png']
0367;Huntail;['Water'];485;55;104;105;94;75;52;['https://img.pokemondb.net/sprites/scarlet-violet/icon/huntail.png']
0368;Gorebyss;['Water'];485;55;84;105;114;75;52;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gorebyss.png']
0369;Relicanth;['Water', 'Rock'];485;100;90;130;45;65;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/relicanth.png']
0370;Luvdisc;['Water'];330;43;30;55;40;65;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/luvdisc.png']
0371;Bagon;['Dragon'];300;45;75;60;40;30;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bagon.png']
0372;Shelgon;['Dragon'];420;65;95;100;60;50;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shelgon.png']
0373;Salamence;['Dragon', 'Flying'];600;95;135;80;110;80;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence.png']
0373;Salamence Mega Salamence;['Dragon', 'Flying'];700;95;145;130;120;90;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence-mega.png']
0374;Beldum;['Steel', 'Psychic'];300;40;55;80;35;60;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/beldum.png']
0375;Metang;['Steel', 'Psychic'];420;60;75;100;55;80;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/metang.png']
0376;Metagross;['Steel', 'Psychic'];600;80;135;130;95;90;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross.png']
0376;Metagross Mega Metagross;['Steel', 'Psychic'];700;80;145;150;105;110;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross-mega.png']
0377;Regirock;['Rock'];580;80;100;200;50;100;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/regirock.png']
0378;Regice;['Ice'];580;80;50;100;100;200;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/regice.png']
0379;Registeel;['Steel'];580;80;75;150;75;150;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/registeel.png']
0380;Latias;['Dragon', 'Psychic'];600;80;80;90;110;130;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/latias.png']
0380;Latias Mega Latias;['Dragon', 'Psychic'];700;80;100;120;140;150;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/latias-mega.png']
0381;Latios;['Dragon', 'Psychic'];600;80;90;80;130;110;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/latios.png']
0381;Latios Mega Latios;['Dragon', 'Psychic'];700;80;130;100;160;120;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/latios-mega.png']
0382;Kyogre;['Water'];670;100;100;90;150;140;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre.png']
0382;Kyogre Primal Kyogre;['Water'];770;100;150;90;180;160;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre-primal.png']
0383;Groudon;['Ground'];670;100;150;140;100;90;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon.png']
0383;Groudon Primal Groudon;['Ground', 'Fire'];770;100;180;160;150;90;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon-primal.png']
0384;Rayquaza;['Dragon', 'Flying'];680;105;150;90;150;90;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza.png']
0384;Rayquaza Mega Rayquaza;['Dragon', 'Flying'];780;105;180;100;180;100;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza-mega.png']
0385;Jirachi;['Steel', 'Psychic'];600;100;100;100;100;100;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/jirachi.png']
0386;Deoxys Normal Forme;['Psychic'];600;50;150;50;150;50;150;['https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-normal.png']
0386;Deoxys Attack Forme;['Psychic'];600;50;180;20;180;20;150;['https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-attack.png']
0386;Deoxys Defense Forme;['Psychic'];600;50;70;160;70;160;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-defense.png']
0386;Deoxys Speed Forme;['Psychic'];600;50;95;90;95;90;180;['https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-speed.png']
0387;Turtwig;['Grass'];318;55;68;64;45;55;31;['https://img.pokemondb.net/sprites/scarlet-violet/icon/turtwig.png']
0388;Grotle;['Grass'];405;75;89;85;55;65;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grotle.png']
0389;Torterra;['Grass', 'Ground'];525;95;109;105;75;85;56;['https://img.pokemondb.net/sprites/scarlet-violet/icon/torterra.png']
0390;Chimchar;['Fire'];309;44;58;44;58;44;61;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chimchar.png']
0391;Monferno;['Fire', 'Fighting'];405;64;78;52;78;52;81;['https://img.pokemondb.net/sprites/scarlet-violet/icon/monferno.png']
0392;Infernape;['Fire', 'Fighting'];534;76;104;71;104;71;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/infernape.png']
0393;Piplup;['Water'];314;53;51;53;61;56;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/piplup.png']
0394;Prinplup;['Water'];405;64;66;68;81;76;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/prinplup.png']
0395;Empoleon;['Water', 'Steel'];530;84;86;88;111;101;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/empoleon.png']
0396;Starly;['Normal', 'Flying'];245;40;55;30;30;30;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/starly.png']
0397;Staravia;['Normal', 'Flying'];340;55;75;50;40;40;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/staravia.png']
0398;Staraptor;['Normal', 'Flying'];485;85;120;70;50;60;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/staraptor.png']
0399;Bidoof;['Normal'];250;59;45;40;35;40;31;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bidoof.png']
0400;Bibarel;['Normal', 'Water'];410;79;85;60;55;60;71;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bibarel.png']
0401;Kricketot;['Bug'];194;37;25;41;25;41;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketot.png']
0402;Kricketune;['Bug'];384;77;85;51;55;51;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketune.png']
0403;Shinx;['Electric'];263;45;65;34;40;34;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shinx.png']
0404;Luxio;['Electric'];363;60;85;49;60;49;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/luxio.png']
0405;Luxray;['Electric'];523;80;120;79;95;79;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/luxray.png']
0406;Budew;['Grass', 'Poison'];280;40;30;35;50;70;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/budew.png']
0407;Roserade;['Grass', 'Poison'];515;60;70;65;125;105;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/roserade.png']
0408;Cranidos;['Rock'];350;67;125;40;30;30;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cranidos.png']
0409;Rampardos;['Rock'];495;97;165;60;65;50;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rampardos.png']
0410;Shieldon;['Rock', 'Steel'];350;30;42;118;42;88;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shieldon.png']
0411;Bastiodon;['Rock', 'Steel'];495;60;52;168;47;138;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bastiodon.png']
0412;Burmy Plant Cloak;['Bug'];224;40;29;45;29;45;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-plant.png']
0412;Burmy Sandy Cloak;['Bug'];224;40;29;45;29;45;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-sandy.png']
0412;Burmy Trash Cloak;['Bug'];224;40;29;45;29;45;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-trash.png']
0413;Wormadam Plant Cloak;['Bug', 'Grass'];424;60;59;85;79;105;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-plant.png']
0413;Wormadam Sandy Cloak;['Bug', 'Ground'];424;60;79;105;59;85;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-sandy.png']
0413;Wormadam Trash Cloak;['Bug', 'Steel'];424;60;69;95;69;95;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-trash.png']
0414;Mothim;['Bug', 'Flying'];424;70;94;50;94;50;66;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mothim.png']
0415;Combee;['Bug', 'Flying'];244;30;30;42;30;42;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/combee.png']
0416;Vespiquen;['Bug', 'Flying'];474;70;80;102;80;102;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vespiquen.png']
0417;Pachirisu;['Electric'];405;60;45;70;45;90;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pachirisu.png']
0418;Buizel;['Water'];330;55;65;35;60;30;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/buizel.png']
0419;Floatzel;['Water'];495;85;105;55;85;50;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/floatzel.png']
0420;Cherubi;['Grass'];275;45;35;45;62;53;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cherubi.png']
0421;Cherrim;['Grass'];450;70;60;70;87;78;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cherrim.png']
0422;Shellos;['Water'];325;76;48;48;57;62;34;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shellos.png']
0423;Gastrodon;['Water', 'Ground'];475;111;83;68;92;82;39;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gastrodon.png']
0424;Ambipom;['Normal'];482;75;100;66;60;66;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ambipom.png']
0425;Drifloon;['Ghost', 'Flying'];348;90;50;34;60;44;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drifloon.png']
0426;Drifblim;['Ghost', 'Flying'];498;150;80;44;90;54;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drifblim.png']
0427;Buneary;['Normal'];350;55;66;44;44;56;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/buneary.png']
0428;Lopunny;['Normal'];480;65;76;84;54;96;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny.png']
0428;Lopunny Mega Lopunny;['Normal', 'Fighting'];580;65;136;94;54;96;135;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png']
0429;Mismagius;['Ghost'];495;60;60;60;105;105;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mismagius.png']
0430;Honchkrow;['Dark', 'Flying'];505;100;125;52;105;52;71;['https://img.pokemondb.net/sprites/scarlet-violet/icon/honchkrow.png']
0431;Glameow;['Normal'];310;49;55;42;42;37;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glameow.png']
0432;Purugly;['Normal'];452;71;82;64;64;59;112;['https://img.pokemondb.net/sprites/scarlet-violet/icon/purugly.png']
0433;Chingling;['Psychic'];285;45;30;50;65;50;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chingling.png']
0434;Stunky;['Poison', 'Dark'];329;63;63;47;41;41;74;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stunky.png']
0435;Skuntank;['Poison', 'Dark'];479;103;93;67;71;61;84;['https://img.pokemondb.net/sprites/scarlet-violet/icon/skuntank.png']
0436;Bronzor;['Steel', 'Psychic'];300;57;24;86;24;86;23;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzor.png']
0437;Bronzong;['Steel', 'Psychic'];500;67;89;116;79;116;33;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzong.png']
0438;Bonsly;['Rock'];290;50;80;95;10;45;10;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bonsly.png']
0439;Mime Jr.;['Psychic', 'Fairy'];310;20;25;45;70;90;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mime-jr.png']
0440;Happiny;['Normal'];220;100;5;5;15;65;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/happiny.png']
0441;Chatot;['Normal', 'Flying'];411;76;65;45;92;42;91;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chatot.png']
0442;Spiritomb;['Ghost', 'Dark'];485;50;92;108;92;108;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spiritomb.png']
0443;Gible;['Dragon', 'Ground'];300;58;70;45;40;45;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gible.png']
0444;Gabite;['Dragon', 'Ground'];410;68;90;65;50;55;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gabite.png']
0445;Garchomp;['Dragon', 'Ground'];600;108;130;95;80;85;102;['https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp.png']
0445;Garchomp Mega Garchomp;['Dragon', 'Ground'];700;108;170;115;120;95;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp-mega.png']
0446;Munchlax;['Normal'];390;135;85;40;40;85;5;['https://img.pokemondb.net/sprites/scarlet-violet/icon/munchlax.png']
0447;Riolu;['Fighting'];285;40;70;40;35;40;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/riolu.png']
0448;Lucario;['Fighting', 'Steel'];525;70;110;70;115;70;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario.png']
0448;Lucario Mega Lucario;['Fighting', 'Steel'];625;70;145;88;140;70;112;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario-mega.png']
0449;Hippopotas;['Ground'];330;68;72;78;38;42;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hippopotas.png']
0450;Hippowdon;['Ground'];525;108;112;118;68;72;47;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hippowdon.png']
0451;Skorupi;['Poison', 'Bug'];330;40;50;90;30;55;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/skorupi.png']
0452;Drapion;['Poison', 'Dark'];500;70;90;110;60;75;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drapion.png']
0453;Croagunk;['Poison', 'Fighting'];300;48;61;40;61;40;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/croagunk.png']
0454;Toxicroak;['Poison', 'Fighting'];490;83;106;65;86;65;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toxicroak.png']
0455;Carnivine;['Grass'];454;74;100;72;90;72;46;['https://img.pokemondb.net/sprites/scarlet-violet/icon/carnivine.png']
0456;Finneon;['Water'];330;49;49;56;49;61;66;['https://img.pokemondb.net/sprites/scarlet-violet/icon/finneon.png']
0457;Lumineon;['Water'];460;69;69;76;69;86;91;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lumineon.png']
0458;Mantyke;['Water', 'Flying'];345;45;20;50;60;120;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mantyke.png']
0459;Snover;['Grass', 'Ice'];334;60;62;50;62;60;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/snover.png']
0460;Abomasnow;['Grass', 'Ice'];494;90;92;75;92;85;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow.png']
0460;Abomasnow Mega Abomasnow;['Grass', 'Ice'];594;90;132;105;132;105;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow-mega.png']
0461;Weavile;['Dark', 'Ice'];510;70;120;65;45;85;125;['https://img.pokemondb.net/sprites/scarlet-violet/icon/weavile.png']
0462;Magnezone;['Electric', 'Steel'];535;70;70;115;130;90;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/magnezone.png']
0463;Lickilicky;['Normal'];515;110;85;95;80;95;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lickilicky.png']
0464;Rhyperior;['Ground', 'Rock'];535;115;140;130;55;55;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyperior.png']
0465;Tangrowth;['Grass'];535;100;100;125;110;50;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tangrowth.png']
0466;Electivire;['Electric'];540;75;123;67;95;85;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/electivire.png']
0467;Magmortar;['Fire'];540;75;95;67;125;95;83;['https://img.pokemondb.net/sprites/scarlet-violet/icon/magmortar.png']
0468;Togekiss;['Fairy', 'Flying'];545;85;50;95;120;115;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/togekiss.png']
0469;Yanmega;['Bug', 'Flying'];515;86;76;86;116;56;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/yanmega.png']
0470;Leafeon;['Grass'];525;65;110;130;60;65;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/leafeon.png']
0471;Glaceon;['Ice'];525;65;60;110;130;95;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glaceon.png']
0472;Gliscor;['Ground', 'Flying'];510;75;95;125;45;75;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gliscor.png']
0473;Mamoswine;['Ice', 'Ground'];530;110;130;80;70;60;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mamoswine.png']
0474;Porygon-Z;['Normal'];535;85;80;70;135;75;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon-z.png']
0475;Gallade;['Psychic', 'Fighting'];518;68;125;65;65;115;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade.png']
0475;Gallade Mega Gallade;['Psychic', 'Fighting'];618;68;165;95;65;115;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade-mega.png']
0476;Probopass;['Rock', 'Steel'];525;60;55;145;75;150;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/probopass.png']
0477;Dusknoir;['Ghost'];525;45;100;135;65;135;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dusknoir.png']
0478;Froslass;['Ice', 'Ghost'];480;70;80;70;80;70;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/froslass.png']
0479;Rotom;['Electric', 'Ghost'];440;50;50;77;95;77;91;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom.png']
0479;Rotom Heat Rotom;['Electric', 'Fire'];520;50;65;107;105;107;86;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-heat.png']
0479;Rotom Wash Rotom;['Electric', 'Water'];520;50;65;107;105;107;86;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-wash.png']
0479;Rotom Frost Rotom;['Electric', 'Ice'];520;50;65;107;105;107;86;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-frost.png']
0479;Rotom Fan Rotom;['Electric', 'Flying'];520;50;65;107;105;107;86;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-fan.png']
0479;Rotom Mow Rotom;['Electric', 'Grass'];520;50;65;107;105;107;86;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-mow.png']
0480;Uxie;['Psychic'];580;75;75;130;75;130;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/uxie.png']
0481;Mesprit;['Psychic'];580;80;105;105;105;105;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mesprit.png']
0482;Azelf;['Psychic'];580;75;125;70;125;70;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/azelf.png']
0483;Dialga;['Steel', 'Dragon'];680;100;120;120;150;100;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga.png']
0483;Dialga Origin Forme;['Steel', 'Dragon'];680;100;100;120;150;120;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png']
0484;Palkia;['Water', 'Dragon'];680;90;120;100;150;120;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia.png']
0484;Palkia Origin Forme;['Water', 'Dragon'];680;90;100;100;150;120;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png']
0485;Heatran;['Fire', 'Steel'];600;91;90;106;130;106;77;['https://img.pokemondb.net/sprites/scarlet-violet/icon/heatran.png']
0486;Regigigas;['Normal'];670;110;160;110;80;110;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/regigigas.png']
